id,species,genotype,site,subsystem,tank,rack,qty,size
ab8e2cea-bc7f-413a-a455-860e2b239475,SIDEREA,SS100,Mote Looe Key [In Situ],,SS-87/100,R687,36,
6445cc6f-3b91-4d4f-a838-8f3a32977b99,RADIANS,SR21,Mote Looe Key [In Situ],,SR-21,R688,33,
128b5ad0-9f78-4c7c-96c1-3882c9947f1d,INTERSEPTA,SI81,Mote Looe Key [In Situ],,SI-81,R518,32,
8b102bb3-7c03-46fd-a4af-3d9bc50ed67b,PS,PS13,Mote Looe Key [In Situ],,PS-13,R145,23,
542ceccd-e5a8-46f7-b046-915e8d4d555a,RADIANS,SR4,Mote Looe Key [In Situ],,SR-4/190,R689,22,
2d125441-48d5-4780-b3a3-22841db3cd29,AC,AC1287,Mote Looe Key [In Situ],,AC-1287,R484,20,
b3dcfe60-df0f-43f6-a4fd-f8cc1b944fd6,AC,AC1287,Mote Looe Key [In Situ],,AC-1287,R484,20,
b72cd20c-2fb9-4904-9f5c-cae22821a4c2,CN,CN8,Mote Looe Key [In Situ],,CN-8/30,R364,15,
ad2be621-8df1-4d65-9e65-2e331dd06241,OF,OF1097,Mote Looe Key [In Situ],,OF Project,R214,10,
c04312c3-8a08-4ff9-8f23-f12896db5c9a,OF,OF1099,Mote Looe Key [In Situ],,OF Project,R214,10,
92b26d62-e570-4071-89da-627b5b417626,AC,AC0,Mote Key Largo [In Situ],,Blue36,R96,5,
4ec3e762-c1ef-4410-9d7f-628c4e44bedd,AC,AC0,Mote Key Largo [In Situ],,Blue35,R93,5,
0eeacfdf-be96-4f43-9b0c-15884d5ed86c,AC,AC2989,Mote Key Largo [In Situ],,Blue97,R115,5,
68d1afe8-d4f3-428e-ac3c-bed7b26b2c3e,AC,AC2883,Mote Key Largo [In Situ],,Blue97,R115,5,
302da316-1660-4d25-ad0b-004bdd1798fd,AC,AC2990,Mote Key Largo [In Situ],,Blue97,R115,5,
81cc117e-169e-4792-bfe5-6621b045f85a,AC,AC2991,Mote Key Largo [In Situ],,Blue97,R115,5,
961c38b4-fb5d-4f2d-a80e-2f276e3d4ad8,AC,AC2992,Mote Key Largo [In Situ],,Blue97,R115,5,
c1749dcf-f71c-4543-92ea-44268c87b611,AC,AC2890,Mote Key Largo [In Situ],,Blue97,R115,5,
c559508f-8384-44b5-a750-90007f7b3fba,AC,AC2993,Mote Key Largo [In Situ],,Blue97,R115,5,
3afafd86-add0-4066-a353-ec0792d4179a,AC,AC2994,Mote Key Largo [In Situ],,Blue97,R115,5,
0faecc84-6904-41e3-b739-39b50e65c894,AC,AC2995,Mote Key Largo [In Situ],,Blue97,R115,5,
517b0b84-dc15-4629-98d2-168465470ce9,AC,AC2989,Mote Key Largo [In Situ],,Blue87,R116,5,
3f0a7ae2-9e5a-4e6b-aed0-0d9e84f9df1a,AC,AC2883,Mote Key Largo [In Situ],,Blue87,R116,5,
95a3c5d2-a36f-44d4-8dff-e62386ba5418,AC,AC2991,Mote Key Largo [In Situ],,Blue87,R116,5,
45acd27f-1fb5-4fa1-9b10-1754aafef4ef,AC,AC2992,Mote Key Largo [In Situ],,Blue87,R116,5,
35904604-8452-45d6-b2cc-9eebc17a2704,AC,AC2890,Mote Key Largo [In Situ],,Blue87,R116,5,
0366b40e-eb4f-4304-9931-38f6ab8988cb,AC,AC2994,Mote Key Largo [In Situ],,Blue87,R116,5,
9652d0d2-d995-4647-988c-6e84d91a7542,AC,AC2997,Mote Key Largo [In Situ],,Blue97,R115,4,
7617b704-2cdb-4755-bad2-2c825e76d175,AC,AC3000,Mote Key Largo [In Situ],,Blue97,R115,4,
208e68d6-f7e0-4b2a-b8df-ea87fbeeda4b,AC,AC2996,Mote Key Largo [In Situ],,Blue97,R115,4,
