id,date,cluster_id,genotype_name,species,site,rack,qty,reason,comment
84f70df5-67dd-4af5-9308-d255754f2b12,12/30/24 12:24,9767f794-7f77-4d31-ab84-14961be1ac49,AP82,AP,Mote Key Largo,R84,-17,Transfer,transfer_to_G7
5ed32733-612f-44b2-afc4-89cf717bc0a1,12/30/24 12:23,0e5f1d8c-fc5d-4698-acf7-0a5b51145157,AP82,AP,Mote Key Largo,R135,12,Transfer,transfer_from_G2
1c4f42c6-5657-4b32-a08c-0a8916a9f957,12/30/24 12:22,44170a0a-ada1-4609-bda8-02e6b4da5fc5,AP426,AP,Mote Key Largo,R135,16,fragging,fragging
683fffca-e677-40cd-9750-2706e141f5dc,12/30/24 11:53,9acdb460-6dde-4e23-8364-7f877a16eae9,AP408,AP,Mote Key Largo,R87,0,Move Out,
80a5d4ea-3654-48b4-867f-3fc9b1758ac8,12/30/24 11:53,fb23571c-713d-4753-ab80-795798c06c00,AP370,AP,Mote Key Largo,R108,0,Move Out,
cad21d35-13f7-4d2e-9e24-6e5f776c58a0,12/30/24 11:52,482263f0-d477-4beb-abbb-e93799325c53,AP144,AP,Mote Key Largo,R108,-18,Transfer,transfer_from_G2
c5f49e55-c6f6-49bf-8faa-7bd4b91aebc2,12/30/24 11:52,183d0ad8-9b9d-4ac2-88b6-a6495c6ca163,AP144,AP,Mote Key Largo,R278,18,Transfer,transfer_to_G19
d6c59c4d-76d6-4bf3-8368-4bba71ab2d52,12/30/24 11:46,482263f0-d477-4beb-abbb-e93799325c53,AP144,AP,Mote Key Largo,R108,9,fragging,fragging
3b4ddcac-dbd2-4284-99a9-35e2f267c1df,12/30/24 11:28,9acdb460-6dde-4e23-8364-7f877a16eae9,AP408,AP,Mote Key Largo,R87,-10,Transfer,external_transfer_from_G2
b32575e5-e020-4235-a485-1b5995e81708,12/30/24 11:28,4300c769-bf64-4dd4-90dc-50fcdd66487f,AP146,AP,Mote Key Largo,R87,-10,Transfer,external_transfer_from_G2
7c86d8ad-1a16-443d-93ed-1742c6e33bcc,12/30/24 11:28,abaa1d7a-2a9b-4a49-997a-70b502306775,AP110,AP,Mote Key Largo,R87,-8,Transfer,external_transfer_from_G2
6c13df73-bcff-4d7a-b246-e05f7a46391c,12/30/24 11:27,3058cb48-d6d5-4400-9fe5-12628119e62a,AP146,AP,Mote Key Largo,R110,10,Transfer,transfer_to_G15
2c78319b-102b-4535-bc58-e192324416b2,12/30/24 11:25,74644207-54a2-4d06-8d36-a4c246ea3629,AP110,AP,Mote Key Largo,R120,8,Transfer,transfer_to_G3
d2252563-8016-436f-8486-6894a647bbe9,12/30/24 11:23,21659b6a-daa2-4996-84da-785b7a96e489,AP408,AP,Mote Key Largo,R63,11,Transfer,transfer_to_G3
e8974ed1-fc19-4d66-a917-3046e244fef6,12/30/24 11:11,337f598f-854d-42a7-b334-30b3dc086a10,AP426,AP,Mote Key Largo,R1027,1,Transfer,transfer_to_G2
bdb7d2df-ba77-470c-8231-29a0f78c4e8c,12/30/24 11:10,337f598f-854d-42a7-b334-30b3dc086a10,AP426,AP,Mote Key Largo,R1027,0,Move In,
bf709e33-2004-413f-bc49-97faaecf2092,12/30/24 11:10,3387b765-9892-483d-8ffe-eaefedebd25f,AP146,AP,Mote Key Largo,R1024,2,Transfer,transfer_to_G2
96ff0694-2ed8-4320-891b-2dccf1355a5b,12/30/24 11:09,86271297-abf3-43d3-a28d-c11c3a683460,AP408,AP,Mote Key Largo,R1025,4,Transfer,transfer_to_G2
13340e8a-f93e-4888-bfa7-316567061511,12/30/24 10:51,3058cb48-d6d5-4400-9fe5-12628119e62a,AP146,AP,Mote Key Largo,R110,-4,Transfer,transfer_from_G15
ebbdedea-9c20-4c9c-b6ec-72a17bbd1bc1,12/30/24 10:46,1523fcd4-9ca6-48af-957a-96b005428448,AP408,AP,Mote Key Largo,R63,-9,Transfer,transfer_from_G3
00d1b82a-bf77-40b1-a03e-31382a074454,12/30/24 10:11,9c67fe7c-37b4-4194-9c65-2663a7f95974,AP408,AP,Mote Key Largo,R20,-1,other,other
420b1838-a11b-41af-86f9-61f8fef230a5,12/30/24 8:46,4d845191-7629-4951-8118-e2204c622e65,OF1034,OF,Mote Key Largo,R281,-12,correction,correction
4c61246b-0187-45ab-80c7-79252a1566f0,12/30/24 8:46,75eb71f4-3931-4335-9142-0663ce7e6231,OF1034,OF,Mote Key Largo,R281,-1,correction,correction
40f16f88-39d0-4c86-a1bc-7831221d3e38,12/30/24 8:45,9a97c827-2830-41e5-8ad1-6cc5f805d6a8,OF1028,OF,Mote Key Largo,R137,-3,other,other
0185b332-008a-4a19-ad3b-be578c708487,12/30/24 8:00,3e2c059f-feac-485a-a1ac-5839899992ae,AP15,AP,Mote Key Largo,R22,-1,other,other
fa06d822-a83c-4724-a665-f29a6c3498a1,12/30/24 7:58,2fc3edbd-f419-45ff-b810-d9aba09183eb,AP7,AP,Mote Key Largo,R184,-1,other,other
28b74095-791e-4c6c-9c58-db6ba34c01fe,12/30/24 7:50,67b1c456-7cf5-4dae-804d-602af64d754a,AP114,AP,Mote Key Largo,R188,-2,other,other
6b862108-d297-407e-acb3-8fcf26f9be65,12/30/24 7:50,8be1623e-2bfa-4ee0-8728-f1d77aa28720,AP120,AP,Mote Key Largo,R310,-1,other,other
a0eabba3-326f-4b8a-8ff4-6da882874643,12/30/24 7:49,3ecbc0a2-ad9c-4c08-af0a-a2eeb2fb6675,AP7,AP,Mote Key Largo,R180,-4,other,other
631e7f9c-d822-46f5-90dd-fbfbddeebbc0,12/30/24 7:47,9c8345c6-3be6-4c2e-a201-31bbee373dea,AP145,AP,Mote Key Largo,R29,-1,other,other
b7900c50-e9cf-4c13-97d9-aa07dcf8dd22,12/30/24 7:46,6147ab11-2379-4d7c-a77b-07ad1f56684a,AP10,AP,Mote Key Largo,R215,-1,other,other
014117af-0eee-482a-9e90-1bda46480d04,12/30/24 7:42,53c9caf2-58d2-46bd-8f40-41c74d172d2f,AP110,AP,Mote Key Largo,R91,-1,other,other
e7e48e2e-0c13-4e59-8374-62e0cf2b3cb9,12/30/24 7:41,754131e0-c800-4910-a23f-e5945fe32c72,AP53,AP,Mote Key Largo,R65,-2,other,other
1ca2c5b8-307d-4d53-ad65-7416768de041,12/24/24 12:17,92021e2d-2899-48ca-a375-e0c9b4449714,OF951,OF,Mote Islamorada,R306,2,Transfer,transfer_to_G3
c3127fdb-d7b6-48b2-9e8f-83deb92b6469,12/24/24 12:16,208bf0cb-ef7d-4961-994d-a978df49d88b,OF940,OF,Mote Islamorada,R122,20,Transfer,external_transfer_to_Unassigned
0c4560bb-31c4-4f34-a834-89859434b73a,12/24/24 12:16,208bf0cb-ef7d-4961-994d-a978df49d88b,OF940,OF,Mote Islamorada,R122,0,Move In,
433cbeeb-273c-4e59-9637-ea1769f33055,12/24/24 12:16,97b6d2f2-c89b-4774-af9f-8aa765f56a73,OF940,OF,Mote Islamorada,R91,8,Transfer,external_transfer_to_Unassigned
4c1668b1-4c95-46ec-8ca9-647c89ce0a51,12/24/24 12:15,97b6d2f2-c89b-4774-af9f-8aa765f56a73,OF940,OF,Mote Islamorada,R91,0,Move In,
e142e1b7-7f2e-47f2-92a9-d6e087404fcc,12/24/24 12:15,7c15d859-dbde-4eea-b381-ce6e3bc2ef57,PS7,PS,Mote Islamorada,R91,-2,Move Out,
08a87687-bd38-49b8-b59f-62986c0fb3b7,12/24/24 12:14,cce4764d-7fec-4fca-a8b0-e255a561376b,OF955,OF,Mote Islamorada,R124,13,Transfer,external_transfer_to_Unassigned
1d7e087e-c2b0-4f9d-9475-b63f3d8c9932,12/24/24 12:13,cce4764d-7fec-4fca-a8b0-e255a561376b,OF955,OF,Mote Islamorada,R124,0,Move In,
07320365-8820-48b9-a2a7-212d49765ecd,12/24/24 12:13,aa288c63-1d75-4a6b-ac86-2f35008897c7,MC90,MC,Mote Islamorada,R295,1,Transfer,external_transfer_to_Unassigned
5d5f4c2e-9ddf-47c9-9fae-c5e04db4ced5,12/24/24 12:13,66cbe455-f2a1-4ba4-81f4-4319becba588,OF932,OF,Mote Islamorada,R295,5,Transfer,external_transfer_to_Unassigned
fd8f02be-eca8-4b17-9525-3dbb51f224da,12/24/24 12:12,aa288c63-1d75-4a6b-ac86-2f35008897c7,MC90,MC,Mote Islamorada,R295,0,Move In,
011461e0-11b8-435c-837d-3875866b07ec,12/24/24 12:12,1b874938-ad53-46ff-bd3d-60c51bf5c668,OF951,OF,Mote Islamorada,R142,6,Transfer,external_transfer_to_Unassigned
c457225e-f84c-4d6a-8948-1d3db233aef2,12/24/24 12:12,1b874938-ad53-46ff-bd3d-60c51bf5c668,OF951,OF,Mote Islamorada,R142,0,Move In,
b3749111-bf1b-4844-9d75-387881ed2c7d,12/24/24 12:12,a1ce0e0b-5550-46d1-92e2-487b08e62d9a,OF1015,OF,Mote Islamorada,R272,5,Transfer,external_transfer_to_Unassigned
4d6a7a36-b66e-4fe2-a222-168626060592,12/24/24 12:11,a1ce0e0b-5550-46d1-92e2-487b08e62d9a,OF1015,OF,Mote Islamorada,R272,0,Move In,
eb32824b-8dc0-4da4-a541-946c997fe721,12/24/24 12:11,f728403d-3835-477c-a68f-e5dad21aff11,OF941,OF,Mote Islamorada,R74,6,Transfer,external_transfer_to_Unassigned
355d644a-10ed-4a52-8a05-c612e057399a,12/24/24 12:11,35e21558-4cf9-4b86-8b6b-891a7f90c4bb,MC114,MC,Mote Islamorada,R74,5,Transfer,external_transfer_to_Unassigned
30c46e95-1b18-4c05-9fe1-bb3148ba6246,12/24/24 12:10,f728403d-3835-477c-a68f-e5dad21aff11,OF941,OF,Mote Islamorada,R74,0,Move In,
34ad8896-1326-4289-a95f-18ecdcf54c32,12/24/24 12:10,3ae4984c-8235-4204-8d63-84563a6c0ae3,OF954,OF,Mote Islamorada,R270,9,Transfer,external_transfer_to_Unassigned
c9ff5f95-ac9b-4ef4-81ec-bd701771bd3d,12/24/24 12:09,3ae4984c-8235-4204-8d63-84563a6c0ae3,OF954,OF,Mote Islamorada,R270,0,Move In,
78d85ab0-134a-4755-bf1c-c2e2b20e809f,12/24/24 12:09,dbd21e9c-8de5-4963-9fef-1cd2226f1a59,OF957,OF,Mote Islamorada,R271,17,Transfer,external_transfer_to_Unassigned
43fe7f8e-809a-4aa1-9635-e30f8f9ac844,12/24/24 12:08,dbd21e9c-8de5-4963-9fef-1cd2226f1a59,OF957,OF,Mote Islamorada,R271,0,Move In,
cd7e47f2-6ece-49c7-a89c-f46bc84d93e4,12/24/24 11:57,fe6b45dc-02e7-45b9-b8af-a75399f25f52,OF940,OF,Mote Islamorada,R37,20,Transfer,transfer_to_G8
4b3a390c-5827-4bd1-a43f-bf5467e3f406,12/24/24 11:56,dffab3ad-5a18-4dfb-831b-df180a842cbb,OF933,OF,Mote Islamorada,R310,-22,Transfer,transfer_to_G7
f386011c-70a3-4222-a743-230b63715a5a,12/24/24 11:56,09c8ff56-7d07-4ce5-a843-c8389e79ffe7,OF933,OF,Mote Islamorada,R31,22,Transfer,transfer_to_G7
e189754b-4902-44d0-9b26-c396d7617ffd,12/24/24 11:55,575a25d2-018f-4ab3-b1d9-08745342bf29,OF940,OF,Mote Islamorada,R31,-4,Transfer,transfer_to_G7
34c3f4fb-4044-45d0-bc58-43d9490841f4,12/24/24 11:54,04e0a740-9a15-4c06-b6ed-7f2af7b90043,OF940,OF,Mote Islamorada,R37,-16,Transfer,transfer_to_G8
a4dab35a-7662-4a3b-ac80-0fe6fa2fcae0,12/24/24 11:52,dffab3ad-5a18-4dfb-831b-df180a842cbb,OF933,OF,Mote Islamorada,R310,22,Transfer,transfer_to_G7
69e7b1b3-a9d4-436b-b0e5-df1240b6bdf6,12/24/24 11:51,dffab3ad-5a18-4dfb-831b-df180a842cbb,OF933,OF,Mote Islamorada,R310,0,Move In,
5469443a-8775-4fe8-b512-a9ec317b7566,12/24/24 11:51,d03f3f3e-b2c4-478b-8202-b4ef2bd93a49,OF933,OF,Mote Islamorada,R31,-19,Transfer,transfer_to_G7
105e6586-91db-4890-8cfa-c4fc1ce7ba6f,12/24/24 11:48,1d75f1f9-3aa9-4e96-87b3-bced766126ee,OF933,OF,Mote Islamorada,R37,-4,Transfer,transfer_from_G8
b7068e84-c884-440b-8c65-5bae07f8951a,12/24/24 11:45,d1a8fb00-b404-4ec1-96be-871eabcce998,OF947,OF,Mote Islamorada,R130,-1,Transfer,transfer_to_G14
0f3f42c9-6c8d-45fe-b77e-300cde1e8dc7,12/24/24 11:44,c2a784fa-c200-4706-8b9f-e9de997a4b5b,OF947,OF,Mote Islamorada,R51,-2,Transfer,transfer_from_G8
e08bd348-7168-4832-ae4b-d2613e9b53bb,12/24/24 11:15,58be8ae1-1061-43c3-9f04-24bc5cb72dc3,OF954,OF,Mote Islamorada,R164,23,Transfer,transfer_to_G13
6b3d1f43-e99c-4c05-91c2-9aaa5c6f1387,12/24/24 11:15,58be8ae1-1061-43c3-9f04-24bc5cb72dc3,OF954,OF,Mote Islamorada,R164,0,Move In,
6ecf0f5f-777d-43ce-8d0c-67caf091e2a3,12/24/24 11:14,76149358-c2f3-408b-96d0-b96ff1e34cc9,OF957,OF,Mote Islamorada,R158,-23,Transfer,transfer_from_G10
14763537-e8df-47dd-a7f0-d8fd4c1c90f3,12/24/24 11:14,e96ba201-ea8a-4cb7-99ab-7475a10a037b,OF957,OF,Mote Islamorada,R158,-23,Transfer,transfer_from_G10
80c0430a-11ec-4a4b-b77e-ad830dfa6ad4,12/24/24 11:06,3a37f08c-8315-4a43-b943-e107cc390e74,OF957,OF,Mote Islamorada,R41,-1,Transfer,transfer_from_G7
f12a3665-4beb-4695-8605-41288828d304,12/24/24 11:06,1146b3b8-4783-4378-8833-f0a172416548,OF927,OF,Mote Islamorada,R193,1,Transfer,transfer_to_G7
4712d6ed-8085-4bc4-b93e-8f1a1ee5dc5f,12/24/24 11:04,6ad912e0-82eb-4532-b3a3-e9adc243b159,OF950,OF,Mote Islamorada,R87,16,Transfer,transfer_to_G13
7cfcc98b-7be3-48bb-b8ee-5f8ceb2a2d3c,12/24/24 11:04,6ad912e0-82eb-4532-b3a3-e9adc243b159,OF950,OF,Mote Islamorada,R87,0,Move In,
19f825e9-66e0-4f8a-b2d9-dd8ea551d6bd,12/24/24 11:04,1146b3b8-4783-4378-8833-f0a172416548,OF927,OF,Mote Islamorada,R193,-2,correction,correction
74992d10-e2a4-4633-923a-b7d4436bc8ee,12/24/24 11:03,9337db51-4755-41b3-b980-7e5fb851e6cb,OF950,OF,Mote Islamorada,R193,-17,Transfer,transfer_from_G7
c9a26e12-bc9b-42d7-a933-4804d5ea9d12,12/24/24 11:00,6852851c-05a3-40b5-a40c-5272bbcfbfb0,OF1034,OF,Mote Islamorada,R190,-11,Transfer,transfer_from_G7
fa37ce7e-a9d8-4669-a229-08cd45dbe47b,12/24/24 10:58,2073ddd8-43fd-48f1-abfc-3927f37b27cc,OF?,OF,Mote Islamorada,R55,1,Transfer,transfer_to_G1
cf8125e0-7e3d-4084-a973-0c1c6fe1d599,12/24/24 10:58,a15b4e2c-f2bd-40c9-b639-e1800b3bcbbd,OF?,OF,Mote Islamorada,R55,3,Transfer,transfer_to_G1
29c1681b-8ddf-43a2-ad74-209f905fff69,12/24/24 10:57,909f8004-bd5f-4485-b803-0fd954b4ba10,OF?,OF,Mote Islamorada,R55,1,Transfer,transfer_to_G1
18b2ddf4-ce9f-40cd-a6d6-9b07b69ee747,12/24/24 10:57,a041d6d3-e179-4a38-8c62-a402f424970f,OF?,OF,Mote Islamorada,R55,3,Transfer,transfer_to_G1
6bfaec1f-99ba-4a85-9e46-929845d93e06,12/24/24 10:57,dca3a8e0-67f4-43b3-9af7-0f02169f30be,OF?,OF,Mote Islamorada,R55,-2,Transfer,transfer_to_G1
62a547ac-f9f0-4642-9781-bd3f25bcc7c2,12/24/24 10:47,439de9bd-2547-414b-98b2-91d62853a7be,CN51,CN,Mote Islamorada,R307,-1,Transfer,transfer_from_G3
378110d2-9450-47d9-9daf-219c140d3eef,12/24/24 10:46,904becb7-7d7c-4f9e-9eeb-d1e54ea3eb53,CN51,CN,Mote Islamorada,R223,1,Transfer,transfer_to_G8
3ec7842b-b3bd-49bd-95a4-a3155196e896,12/24/24 10:15,bdf9c19b-4a9a-451f-bb5e-c7f668361a47,OF951,OF,Mote Islamorada,R306,-25,correction,correction
a0228db5-6e5b-4733-9943-f6aae186f5a5,12/24/24 10:14,bdf9c19b-4a9a-451f-bb5e-c7f668361a47,OF951,OF,Mote Islamorada,R306,25,fragging,fragging
441884b9-3354-4c14-b34d-2ded1b500247,12/24/24 10:14,92021e2d-2899-48ca-a375-e0c9b4449714,OF951,OF,Mote Islamorada,R306,25,fragging,fragging
1d3fa270-2f3b-458d-9654-5a9d3d5757b3,12/24/24 10:13,92021e2d-2899-48ca-a375-e0c9b4449714,OF951,OF,Mote Islamorada,R306,0,Move In,
708b8350-33f5-4347-b206-162adc9853f0,12/24/24 10:12,a3e138cc-fca4-4a78-bd31-2f4d56a846e8,OF951,OF,Mote Islamorada,R239,29,fragging,fragging
d1e3e4f9-455f-4d94-911a-5cac329711db,12/24/24 10:11,a3e138cc-fca4-4a78-bd31-2f4d56a846e8,OF951,OF,Mote Islamorada,R239,0,Move In,
eaeeb8cf-cae1-49fd-a79b-1d952f3aa0c2,12/24/24 10:10,575d76d0-33b1-4d94-a83b-8190a7babad4,PC23,PC,Mote Islamorada,R89,30,fragging,fragging
5635ccb3-ba07-4afa-b9af-0146b70019a1,12/24/24 10:10,575d76d0-33b1-4d94-a83b-8190a7babad4,PC23,PC,Mote Islamorada,R89,0,Move In,
b047b90f-926b-44e8-8262-57c0873d2c9d,12/24/24 10:10,c3d3f5e9-1aaf-4abd-8871-53c63decc576,PC23,PC,Mote Islamorada,R203,30,fragging,fragging
1f752a61-b59b-439e-8b0a-ae9118b096a9,12/24/24 10:09,c3d3f5e9-1aaf-4abd-8871-53c63decc576,PC23,PC,Mote Islamorada,R203,0,Move In,
63e5c9c4-9fe6-4a42-857d-aba76719b8ec,12/24/24 10:09,79a28e3d-cac0-4630-9754-b04b147a2e78,OF927,OF,Mote Islamorada,R268,11,fragging,fragging
b724a23c-0f46-4207-8889-d834b2503249,12/24/24 10:09,79a28e3d-cac0-4630-9754-b04b147a2e78,OF927,OF,Mote Islamorada,R268,0,Move In,
db97bee0-15ff-4a8e-b017-f819059b3400,12/24/24 10:08,a95386ae-0388-46c3-9af5-12e882569ca1,PC20,PC,Mote Islamorada,R267,21,fragging,fragging
23ca05cb-8a35-46a6-be12-5b471fd12d6a,12/24/24 10:08,a95386ae-0388-46c3-9af5-12e882569ca1,PC20,PC,Mote Islamorada,R267,0,Move In,
b4615de4-9ba4-42fe-ba8b-1d672566ef5e,12/24/24 10:06,11a44db4-5ef3-4007-96d5-215b5b8b6636,OF1012,OF,Mote Islamorada,R233,-1,Transfer,transfer_to_G13
ff6daba1-2fad-4a57-9985-2542e5cddbe0,12/24/24 10:06,ce39e927-c6d1-43a9-bcf1-dacba20d797c,OF1012,OF,Mote Islamorada,R233,-2,Transfer,transfer_to_G13
d97119d5-c50d-4c72-9f21-be756149fe27,12/24/24 10:05,11a44db4-5ef3-4007-96d5-215b5b8b6636,OF1012,OF,Mote Islamorada,R233,1,Transfer,transfer_to_G13
da80bea8-b446-49cd-b0a7-092afdadf987,12/24/24 10:05,ce39e927-c6d1-43a9-bcf1-dacba20d797c,OF1012,OF,Mote Islamorada,R233,18,Transfer,transfer_to_G13
5114f7e0-4756-4c3b-8536-a262874af750,12/24/24 10:04,11a44db4-5ef3-4007-96d5-215b5b8b6636,OF1012,OF,Mote Islamorada,R233,0,Move In,
c5dfd981-bad1-466a-b5a2-4120ff9d12e0,12/24/24 10:04,5fc71559-e4d3-42de-8c81-5372639ba9b6,OF1012,OF,Mote Islamorada,R181,-18,Transfer,transfer_from_Unassigned
1fbf2cec-cf74-464d-8787-84d8ac18e8ba,12/24/24 10:01,81ba0c24-978a-4cd1-8cc2-d2dd2de729e3,OF957,OF,Mote Islamorada,R59,-3,Transfer,transfer_from_Unassigned
a06948bb-8d46-45ee-9634-edcd62ec48be,12/24/24 10:01,74115a2b-6b99-4fdc-88ad-63729b37c60c,MC87,MC,Mote Islamorada,R125,-1,Transfer,transfer_to_Unassigned
1d5e9210-1cac-4fa9-bda8-d8a0cfff712a,12/24/24 10:00,42a94531-6d20-4e67-b8cc-cd5b98b16cd8,OF957,OF,Mote Islamorada,R72,3,Transfer,transfer_to_G13
df4a34e4-fb41-4236-8845-b45017c1dc6c,12/24/24 9:59,33aeb3fc-a15c-4a6f-8ac9-7a93cc7fcf8b,OF1015,OF,Mote Islamorada,R211,4,Transfer,transfer_from_Unassigned
66f5420f-799f-42d7-91ee-405ac70edf56,12/24/24 9:56,cce52feb-a57f-4dea-aa05-1b108bb1559f,OF951,OF,Mote Islamorada,R123,-1,other,other
6f976b00-572e-48e4-88fe-07d05da2b098,12/24/24 9:14,06b8c16c-ad35-41ff-a21d-f43de361e311,DL266,DL,Mote Summerland,R63,-1,unknown,unknown
2dbacfe1-c840-4fce-97cc-d7fc03e9398d,12/24/24 8:09,2fc3edbd-f419-45ff-b810-d9aba09183eb,AP7,AP,Mote Key Largo,R184,-1,other,other
c40e2836-b2c3-49b9-9740-25b071a5584f,12/24/24 8:02,e4c53d89-163b-4b3f-8306-7b80e4ee2199,AP53,AP,Mote Key Largo,R318,-7,other,other
158e2422-7323-4c91-9432-877ca4902785,12/24/24 8:01,53c9caf2-58d2-46bd-8f40-41c74d172d2f,AP110,AP,Mote Key Largo,R91,-6,ciliates,ciliates
c9095a9f-bd86-4178-b4ab-a1f3beea7f8d,12/24/24 7:25,482263f0-d477-4beb-abbb-e93799325c53,AP144,AP,Mote Key Largo,R108,-3,Transfer,transfer_from_G2
f8f0a9ee-351a-45f4-88cc-fc7cab32916d,12/24/24 7:25,44170a0a-ada1-4609-bda8-02e6b4da5fc5,AP426,AP,Mote Key Largo,R135,-1,Transfer,transfer_from_G2
114031ed-df01-4204-97a1-c4b4539bec78,12/24/24 7:25,9acdb460-6dde-4e23-8364-7f877a16eae9,AP408,AP,Mote Key Largo,R87,-2,Transfer,transfer_from_G2
76a49ef7-0b42-4323-9e91-b978e5020f94,12/24/24 7:25,4300c769-bf64-4dd4-90dc-50fcdd66487f,AP146,AP,Mote Key Largo,R87,-2,Transfer,transfer_from_G2
5ad1f2b9-0a20-41f4-97f4-f6c27e397012,12/24/24 7:25,abaa1d7a-2a9b-4a49-997a-70b502306775,AP110,AP,Mote Key Largo,R87,-4,Transfer,transfer_from_G2
8f63faf2-8557-4ef5-89ef-c67d556781ce,12/24/24 7:24,3387b765-9892-483d-8ffe-eaefedebd25f,AP146,AP,Mote Key Largo,R1024,-1,correction,correction
8876d9f0-fb0a-41be-8d79-39d8b930d387,12/24/24 7:24,86271297-abf3-43d3-a28d-c11c3a683460,AP408,AP,Mote Key Largo,R1025,1,Transfer,transfer_to_G2
5eb122b7-fd5c-41c5-93c4-75f197909070,12/24/24 7:24,86271297-abf3-43d3-a28d-c11c3a683460,AP408,AP,Mote Key Largo,R1025,0,Move In,
cc93dff2-d461-42f5-ac58-e2a471b777e4,12/24/24 7:24,3387b765-9892-483d-8ffe-eaefedebd25f,AP146,AP,Mote Key Largo,R1024,2,Transfer,transfer_to_G2
40b6a34d-4070-4be5-8f6c-2c50a596488d,12/24/24 7:23,3387b765-9892-483d-8ffe-eaefedebd25f,AP146,AP,Mote Key Largo,R1024,0,Move In,
ef46307a-828e-404e-ac7e-24071ac3c907,12/24/24 7:23,605368d4-caf8-4141-b08d-883c79623b83,AP144,AP,Mote Key Largo,R1023,2,Transfer,transfer_to_G2
e2daf5d5-206b-4ab3-bbe5-3baa4b66a4cd,12/24/24 7:23,605368d4-caf8-4141-b08d-883c79623b83,AP144,AP,Mote Key Largo,R1023,0,Move In,
63deaa1b-ec70-4d8a-9f39-bc56f1b4abc0,12/24/24 7:23,df4c9734-33ea-4569-b05a-108e9b1dafa6,AP110,AP,Mote Key Largo,R1022,2,Transfer,transfer_to_G2
4f112acc-1947-4ae3-9895-cccafeaf23d2,12/24/24 7:22,df4c9734-33ea-4569-b05a-108e9b1dafa6,AP110,AP,Mote Key Largo,R1022,0,Move In,
e3b4aa68-47eb-496e-8844-5e6240b8aae0,12/23/24 12:29,597b1128-0f85-4804-b414-658e270cde94,AP36,AP,Mote Key Largo,R193,3,fragging,fragging
70ae02b9-bfd1-465b-b7dc-91f555000c89,12/23/24 12:18,2079f3bf-8ba9-48af-9f24-eab1f48939e5,AP68,AP,Mote Key Largo,R37,17,fragging,fragging
f9851cf0-84a7-4c88-a7a6-b17b2eab659c,12/23/24 12:18,2079f3bf-8ba9-48af-9f24-eab1f48939e5,AP68,AP,Mote Key Largo,R37,-6,fragging,fragging
113480d7-724b-477a-9214-9eb3322b5b7e,12/23/24 12:17,67a7c604-4767-4369-9aa8-990373becfb7,AP68,AP,Mote Key Largo,R209,7,fragging,fragging
2332bc5e-efba-4a3b-91b0-e60eea05271e,12/23/24 11:46,ee400e75-a737-4817-858b-75fb09ca0a26,AP13,AP,Mote Key Largo,R304,-3,other,other
d448563c-8c29-4923-9921-d3b158c523d3,12/23/24 11:46,4334dae5-d866-43e5-bb2c-9ef477068d7d,AP411,AP,Mote Key Largo,R29,-1,other,other
7c2a19be-0644-484a-a634-454e54a8ed49,12/23/24 11:46,9c8345c6-3be6-4c2e-a201-31bbee373dea,AP145,AP,Mote Key Largo,R29,-1,other,other
33c5b5ca-b64a-4cd7-a3ac-961e96aa4c10,12/23/24 11:45,e417c9b7-042b-4d86-8da9-fe78c982d9ba,AP13,AP,Mote Key Largo,R51,22,fragging,fragging
d73eeb7f-be21-4983-8231-a54f9d16446f,12/23/24 11:45,ab74d9e2-5ccc-4f74-937c-8cd2c9102633,AP13,AP,Mote Key Largo,R185,-15,correction,correction
1f6880ac-b7e6-4940-903e-ce2672c7a7ea,12/23/24 11:44,ab74d9e2-5ccc-4f74-937c-8cd2c9102633,AP13,AP,Mote Key Largo,R185,22,fragging,fragging
9bfe3ede-5ec8-43cd-89e5-f4194080f493,12/23/24 11:44,ab74d9e2-5ccc-4f74-937c-8cd2c9102633,AP13,AP,Mote Key Largo,R185,-7,correction,correction
f98a14f6-4b64-4f1b-8cdc-11421fef6439,12/23/24 11:42,ab74d9e2-5ccc-4f74-937c-8cd2c9102633,AP13,AP,Mote Key Largo,R185,-6,fragging,fragging
1484174c-575b-4b73-af35-5a5aa0c540c7,12/23/24 11:08,28715248-fe7a-4013-8146-2b5bda3ab0cc,AP19-A,AP,Mote Key Largo,R4,-1,other,other
95fab9d7-26d1-43e6-8fa0-63e7af75d629,12/23/24 11:00,60442aca-03a1-47c8-a0b7-2c62656003e1,AP16,AP,Mote Key Largo,R174,-1,other,other
a9e18ad6-57d3-4ae1-a778-8c3176b5f40e,12/23/24 10:59,205c71ae-89e1-4cd6-806a-93dd35825e03,AP23,AP,Mote Key Largo,R245,3,fragging,fragging
36db222e-e934-4817-b121-0dd2ca5a31dd,12/23/24 10:59,205c71ae-89e1-4cd6-806a-93dd35825e03,AP23,AP,Mote Key Largo,R245,-3,fragging,fragging
c5b53b02-1772-4094-8ade-6e01b66db018,12/23/24 10:58,b537fda9-2de1-4eda-aa3b-d81545230ae3,AP23,AP,Mote Key Largo,R153,7,fragging,fragging
c58e0f1e-a9f6-4711-b4d2-a484968d1ffa,12/23/24 10:58,571a1200-68f1-44bb-9332-f13a23a7e2d5,AP23,AP,Mote Key Largo,R6,3,fragging,fragging
